run_id,config,seed,n_robots,bid_mode,treat_threshold,rep,energy_capacity_j,status,returncode,wall_s,timeout_s,mission_time_s,sweeps_complete,total_energy_j,max_energy_j,min_energy_j,energy_spread_j,total_distance_m,treatments,weeds_treated_frac,intra_row_treated_frac,precision,redundant_treatments,duplicate_task_treatments,split_brain_awards,reannounce_events,abandon_events,git_sha,git_dirty,out_dir,command
base_s17_n4_confidence_energy_r2,base,17,4,confidence_energy,0.5,2,22000.0,ok,0,348.62,2400.0,1837,4,44448.0,12726.0,8521.0,4205.0,3286.4,118,0.810126582278481,0.8363636363636363,0.5423728813559322,28,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s17_n4_confidence_energy_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=17 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s17_n4_confidence_energy_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s18_n4_distance_r1,base,18,4,distance,0.5,1,22000.0,wall_timeout,0,2406.43,2400.0,,4,68826.0,20719.0,13180.0,7539.0,4287.5,221,0.8227848101265823,0.803921568627451,0.29411764705882354,33,0,0,72,24,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s18_n4_distance_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=18 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s18_n4_distance_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s18_n4_distance_r2,base,18,4,distance,0.5,2,22000.0,ok,0,510.92,2400.0,2742,4,52905.0,18542.0,10651.0,7891.0,3885.9,136,0.6708860759493671,0.7254901960784313,0.3897058823529412,38,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s18_n4_distance_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=18 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s18_n4_distance_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s0_n4_distance_r2,base,0,4,distance,0.5,2,22000.0,ok,0,334.35,2400.0,1784,4,39380.0,12561.0,6632.0,5929.0,2865.1,119,0.7721518987341772,0.7962962962962963,0.5126050420168067,28,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s0_n4_distance_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=0 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s0_n4_distance_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s4_n4_distance_r2,base,4,4,distance,0.5,2,22000.0,ok,0,340.34,2400.0,1849,4,45151.0,12838.0,9297.0,3541.0,3341.7,119,0.7721518987341772,0.8166666666666667,0.5126050420168067,28,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s4_n4_distance_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=4 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s4_n4_distance_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s6_n4_confidence_energy_r1,base,6,4,confidence_energy,0.5,1,22000.0,ok,0,357.7,2400.0,1921,4,43970.0,12902.0,9269.0,3633.0,3256.0,112,0.6582278481012658,0.6428571428571429,0.4642857142857143,21,0,0,3,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s6_n4_confidence_energy_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=6 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s6_n4_confidence_energy_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s7_n4_confidence_energy_r2,base,7,4,confidence_energy,0.5,2,22000.0,ok,0,358.06,2400.0,1889,4,44413.0,13139.0,8879.0,4260.0,3310.2,106,0.6329113924050633,0.6363636363636364,0.4716981132075472,21,0,0,6,2,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s7_n4_confidence_energy_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=7 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s7_n4_confidence_energy_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s18_n4_distance_r1,base,18,4,distance,0.5,1,22000.0,ok,0,393.76,2400.0,2222,4,41517.0,15404.0,7051.0,8353.0,3009.1,121,0.759493670886076,0.7450980392156863,0.49586776859504134,22,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s18_n4_distance_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=18 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s18_n4_distance_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s18_n4_confidence_energy_r1,base,18,4,confidence_energy,0.5,1,22000.0,ok,0,424.05,2400.0,2367,4,50208.0,16310.0,7063.0,9247.0,3706.0,128,0.759493670886076,0.7843137254901961,0.46875,28,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s18_n4_confidence_energy_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=18 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s18_n4_confidence_energy_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s18_n4_confidence_energy_r2,base,18,4,confidence_energy,0.5,2,22000.0,ok,0,447.87,2400.0,2510,4,49974.0,17391.0,9548.0,7843.0,3649.6,139,0.7215189873417721,0.7450980392156863,0.41007194244604317,34,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s18_n4_confidence_energy_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=18 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s18_n4_confidence_energy_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s19_n4_distance_r1,base,19,4,distance,0.5,1,22000.0,ok,0,475.93,2400.0,2672,4,47789.0,18740.0,7581.0,11159.0,3464.2,136,0.7341772151898734,0.7301587301587301,0.4264705882352941,25,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s19_n4_distance_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=19 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s19_n4_distance_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s19_n4_distance_r2,base,19,4,distance,0.5,2,22000.0,wall_timeout,0,2405.53,2400.0,,4,69256.0,20660.0,15103.0,5557.0,4356.9,190,0.7215189873417721,0.7142857142857143,0.3,26,0,0,129,43,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s19_n4_distance_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=19 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s19_n4_distance_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s19_n4_confidence_energy_r1,base,19,4,confidence_energy,0.5,1,22000.0,ok,0,467.22,2400.0,2604,4,53962.0,17861.0,8167.0,9694.0,3980.7,137,0.6708860759493671,0.6349206349206349,0.38686131386861317,28,0,0,1,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s19_n4_confidence_energy_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=19 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s19_n4_confidence_energy_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s19_n4_confidence_energy_r2,base,19,4,confidence_energy,0.5,2,22000.0,ok,0,323.73,2400.0,1781,4,42254.0,12336.0,7484.0,4852.0,3130.0,109,0.6708860759493671,0.6666666666666666,0.48623853211009177,26,0,0,1,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s19_n4_confidence_energy_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=19 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s19_n4_confidence_energy_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s19_n4_distance_r2,base,19,4,distance,0.5,2,22000.0,ok,0,419.36,2400.0,2184,4,50189.0,15128.0,10220.0,4908.0,3721.6,126,0.7215189873417721,0.6984126984126984,0.4523809523809524,30,0,0,0,0,30fe056,0,/home/vishal-selvarasu/agri-runs/batch/base_s19_n4_distance_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=19 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=22000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch/base_s19_n4_distance_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
