run_id,config,seed,n_robots,bid_mode,treat_threshold,rep,energy_capacity_j,status,returncode,wall_s,timeout_s,mission_time_s,sweeps_complete,total_energy_j,max_energy_j,min_energy_j,energy_spread_j,total_distance_m,treatments,weeds_treated_frac,intra_row_treated_frac,precision,redundant_treatments,duplicate_task_treatments,split_brain_awards,reannounce_events,abandon_events,git_sha,git_dirty,out_dir,command
base_s7_n4_confidence_energy_r2,base,7,4,confidence_energy,0.5,2,16000.0,ok,0,381.4,2400.0,2069,4,50132.0,13907.0,9298.0,4609.0,3779.7,104,0.620253164556962,0.6545454545454545,0.47115384615384615,24,0,0,0,0,8813f76,0,/home/vishal-selvarasu/agri-runs/batch16b/base_s7_n4_confidence_energy_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=7 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=16000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch16b/base_s7_n4_confidence_energy_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s8_n4_distance_r1,base,8,4,distance,0.5,1,16000.0,ok,0,340.45,2400.0,1838,4,42804.0,12382.0,8393.0,3989.0,3181.9,105,0.7088607594936709,0.7017543859649122,0.5333333333333333,24,0,0,0,0,8813f76,0,/home/vishal-selvarasu/agri-runs/batch16b/base_s8_n4_distance_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=8 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=16000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch16b/base_s8_n4_distance_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s8_n4_distance_r2,base,8,4,distance,0.5,2,16000.0,ok,0,342.44,2400.0,1815,4,47151.0,12643.0,10296.0,2347.0,3535.6,109,0.6835443037974683,0.7017543859649122,0.4954128440366973,21,0,0,3,0,8813f76,0,/home/vishal-selvarasu/agri-runs/batch16b/base_s8_n4_distance_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=8 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=16000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch16b/base_s8_n4_distance_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s8_n4_confidence_energy_r1,base,8,4,confidence_energy,0.5,1,16000.0,ok,0,401.62,2400.0,2209,4,50533.0,14968.0,11062.0,3906.0,3753.8,124,0.7088607594936709,0.7368421052631579,0.45161290322580644,27,0,0,0,0,8813f76,0,/home/vishal-selvarasu/agri-runs/batch16b/base_s8_n4_confidence_energy_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=8 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=16000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch16b/base_s8_n4_confidence_energy_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s8_n4_confidence_energy_r2,base,8,4,confidence_energy,0.5,2,16000.0,ok,0,454.79,2400.0,2518,4,50596.0,14886.0,7675.0,7211.0,3705.8,137,0.6835443037974683,0.7017543859649122,0.39416058394160586,33,0,0,0,0,8813f76,0,/home/vishal-selvarasu/agri-runs/batch16b/base_s8_n4_confidence_energy_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=8 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=16000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch16b/base_s8_n4_confidence_energy_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s9_n4_distance_r1,base,9,4,distance,0.5,1,16000.0,wall_timeout,0,2405.48,2400.0,,4,61628.0,16333.0,13799.0,2534.0,3832.4,154,0.7215189873417721,0.7457627118644068,0.37012987012987014,35,0,0,171,57,8813f76,0,/home/vishal-selvarasu/agri-runs/batch16b/base_s9_n4_distance_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=9 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=16000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch16b/base_s9_n4_distance_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s9_n4_distance_r2,base,9,4,distance,0.5,2,16000.0,ok,0,399.79,2400.0,2185,4,47955.0,14914.0,5541.0,9373.0,3505.5,138,0.7974683544303798,0.7627118644067796,0.45652173913043476,41,0,0,9,1,8813f76,0,/home/vishal-selvarasu/agri-runs/batch16b/base_s9_n4_distance_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=9 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=16000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch16b/base_s9_n4_distance_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s9_n4_confidence_energy_r1,base,9,4,confidence_energy,0.5,1,16000.0,wall_timeout,0,2405.53,2400.0,,4,63304.0,16093.0,15516.0,577.0,3950.0,160,0.7341772151898734,0.7288135593220338,0.3625,32,0,0,238,79,8813f76,0,/home/vishal-selvarasu/agri-runs/batch16b/base_s9_n4_confidence_energy_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=9 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=16000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch16b/base_s9_n4_confidence_energy_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s9_n4_confidence_energy_r2,base,9,4,confidence_energy,0.5,2,16000.0,ok,0,367.91,2400.0,2016,4,45183.0,14253.0,5859.0,8394.0,3293.4,135,0.7721518987341772,0.7796610169491526,0.45185185185185184,40,0,0,0,0,8813f76,0,/home/vishal-selvarasu/agri-runs/batch16b/base_s9_n4_confidence_energy_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=9 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=16000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch16b/base_s9_n4_confidence_energy_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s3_n4_distance_r2,base,3,4,distance,0.5,2,16000.0,ok,0,397.29,2400.0,2153,4,48289.0,14275.0,9491.0,4784.0,3548.0,133,0.6835443037974683,0.7090909090909091,0.40601503759398494,41,0,0,0,0,8813f76,0,/home/vishal-selvarasu/agri-runs/batch16b/base_s3_n4_distance_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=3 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=16000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch16b/base_s3_n4_distance_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s5_n4_confidence_energy_r2,base,5,4,confidence_energy,0.5,2,16000.0,ok,0,366.19,2400.0,1984,4,45526.0,13886.0,7271.0,6615.0,3374.0,115,0.7215189873417721,0.7678571428571429,0.4956521739130435,22,0,0,3,1,8813f76,0,/home/vishal-selvarasu/agri-runs/batch16b/base_s5_n4_confidence_energy_r2,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=5 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=16000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch16b/base_s5_n4_confidence_energy_r2/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s9_n4_distance_r1,base,9,4,distance,0.5,1,16000.0,ok,0,376.72,2400.0,2044,4,47573.0,14565.0,7529.0,7036.0,3515.6,125,0.7341772151898734,0.7457627118644068,0.464,35,0,0,1,0,8813f76,0,/home/vishal-selvarasu/agri-runs/batch16b/base_s9_n4_distance_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=9 bid_mode:=distance treat_confidence_threshold:=0.5 energy_capacity_j:=16000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch16b/base_s9_n4_distance_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
base_s9_n4_confidence_energy_r1,base,9,4,confidence_energy,0.5,1,16000.0,ok,0,358.6,2400.0,1976,4,44466.0,13961.0,6627.0,7334.0,3268.6,122,0.7848101265822784,0.7627118644067796,0.5081967213114754,33,0,0,0,0,8813f76,0,/home/vishal-selvarasu/agri-runs/batch16b/base_s9_n4_confidence_energy_r1,ros2 launch agri_swarm_bringup swarm.launch.py n_robots:=4 seed:=9 bid_mode:=confidence_energy treat_confidence_threshold:=0.5 energy_capacity_j:=16000.0 world_dir:=/home/vishal-selvarasu/agri-worlds treatments_csv:=/home/vishal-selvarasu/agri-runs/batch16b/base_s9_n4_confidence_energy_r1/treatments.csv max_mission_s:=20000.0 headless:=true use_allocator:=true
